student_name,exam,first_time,prev_exam_result,challenges_faced,prep_level,school_support,teacher_impact,fail_reason,prep_strategy,subject_failed,student_category,subjects_taken,income_bracket,year,jamb_score
Student_156,JAMB,Yes,Good,Time management,5,Extra lesson,Positive & Negative,Inadequate preparation,I followed a routine,Maths,Science,['English' 'Maths' 'Biology' 'Chemistry'],0-100,2020,172
Student_157,JAMB,No,Bad,Long waiting time,5,Counseling,Positive,Poor Time management,I followed a routine,Biology,Science,['English' 'Physics' 'Maths' 'Biology'],300-500,2024,241
Student_158,JAMB and WAEC,No,Bad,Time management,5,Moral Support,Negative,Poor Time management,I had many mock exams,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2024,221
Student_159,JAMB and WAEC,Yes,Bad,Time management,2,nan,Positive & Negative,nan,I practice with past questions,Biology,Science,['English' 'Maths' 'Physics' 'Biology'],300-500,2023,285
Student_160,JAMB,No,Good,Time management, ,Extra lesson,Positive,Inadequate preparation,I focus on weak areas,Government,Art,['English' 'Government' 'History' 'Literature in English'],300-500,2023,221
Student_161,JAMB,Yes,Good,Long waiting time,5,nan,Negative,Procrastination,I review my notes daily,History,Art,['English' 'CRS' 'History' 'Literature in English'],"500-1,000",2022,279
Student_162,JAMB,No,Average,Long waiting time,3,nan,Negative,Poor Time management,I attend extra classes,Biology,Science,['English' 'Physics' 'Biology' 'Maths'],300-500,2021,275
Student_163,JAMB,Yes,Good,Time management,4,nan,nan,Lack of planning,I had many mock exams,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2024,204
Student_164,JAMB and WAEC,No,nan,Time management, ,Counseling,Positive,nan,I review my notes daily,Physics,Science,['English' 'Biology' 'Physics' 'Maths'],"1,000 Upwards ",2024,275
Student_165,JAMB and WAEC,Yes,nan,Subject difficulty,5,Counseling,Negative,nan,I had many mock exams,Physics,Science,['English' 'Physics' 'Maths' 'Chemistry'],"500-1,000",2022,253
Student_166,JAMB,No,Average,Long waiting time,3,nan,Positive & Negative,External issues,I study with a partner,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Maths'],0-100,2023,250
Student_167,JAMB and WAEC,Yes,Good,Lack of time due to chores/work,4,Strict supervision,Negative,Inadequate preparation,I study with a partner,History,Art,['English' 'Literature in English' 'Government' 'History'],0-100,2022,212
Student_168,JAMB and WAEC,Yes,Average,nan,2,nan,nan,Lack of planning,I practice with past questions,Maths,Science,['English' 'Maths' 'Biology' 'Physics'],0-100,2022,243
Student_169,JAMB and WAEC,No,Bad,Technical issues,4,Mock exams,nan,Inadequate preparation,I followed a routine,CRS,Art,['English' 'CRS' 'Literature in English' 'Government'],0-100,2022,207
Student_170,WAEC,No,Good,nan,5,nan,Positive & Negative,nan,I review my notes daily,History,Art,['English' 'CRS' 'History' 'Literature in English'],0-100,2024,192
Student_171,JAMB and WAEC,No,nan,nan,5,Strict supervision,Positive & Negative,Poor Time management,I followed a routine,History,Art,['English' 'History' 'Literature in English' 'CRS'],100-300,2020,214
Student_172,JAMB,Yes,Good,Fear,5,Moral Support,nan,Inadequate preparation,I study with a partner,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"1,000 Upwards ",2024,311
Student_173,JAMB and WAEC,Yes,nan,nan,3,Mock exams,Positive,Inadequate preparation,I focus on weak areas,CRS,Art,['English' 'Literature in English' 'History' 'CRS'],0-100,2024,217
Student_174,WAEC,No,Good,Technical issues,5,Strict supervision,nan,nan,I attend extra classes,Maths,Science,['English' 'Physics' 'Biology' 'Maths'],300-500,2022,271
Student_175,JAMB,Yes,nan,Technical issues,1,Extra lesson,Positive,Poor Time management,I had many mock exams,Maths,Science,['English' 'Maths' 'Biology' 'Physics'],100-300,2023,227
Student_176,JAMB,Yes,Good,Fear,5,nan,Negative,Procrastination,I had many mock exams,History,Art,['English' 'Literature in English' 'CRS' 'History'],"1,000 Upwards ",2024,320
Student_177,JAMB and WAEC,No,nan,Time management,5,nan,nan,Lack of planning,I followed a routine,History,Art,['English' 'Government' 'History' 'Literature in English'],100-300,2020,223
Student_178,JAMB,Yes,nan,No guardian/supervisor,3,nan,nan,nan,I review my notes daily,CRS,Art,['English' 'Government' 'History' 'CRS'],100-300,2021,238
Student_179,JAMB and WAEC,Yes,Bad,Time management, ,Mock exams,Negative,nan,I focus on weak areas,Maths,Science,['English' 'Physics' 'Maths' 'Biology'],300-500,2022,212
Student_180,JAMB and WAEC,No,nan,Fear,3,Extra lesson,nan,Inadequate preparation,I followed a routine,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2021,231
Student_181,WAEC,No,Bad,Technical issues,5,nan,nan,Inadequate preparation,I study with a partner,Commerce,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],"500-1,000",2023,253
Student_182,JAMB,No,Average,Long waiting time,3,Mock exams,Positive,Inadequate preparation,I put away other commitments,Biology,Science,['English' 'Biology' 'Physics' 'Maths'],0-100,2023,184
Student_183,JAMB and WAEC,Yes,nan,Time management,2,nan,nan,nan,Used additional resources,Literature in English,Art,['English' 'Literature in English' 'CRS' 'Government'],0-100,2023,198
Student_184,JAMB,No,Bad,Lack of time due to chores/work,3,nan,nan,Poor Time management,Used additional resources,History,Art,['English' 'History' 'CRS' 'Literature in English'],300-500,2024,281
Student_185,JAMB and WAEC,No,nan,Time management,4,Mock exams,nan,External issues,I put away other commitments,Government,Art,['English' 'Literature in English' 'Government' 'CRS'],100-300,2020,222
Student_186,WAEC,Yes,nan,Time management,3,nan,Positive,Inadequate preparation,I attend extra classes,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2020,210
Student_187,JAMB and WAEC,Yes,Bad,Lack of Finance, ,Moral Support,Negative,Inadequate preparation,I put away other commitments,Physics,Science,['English' 'Physics' 'Maths' 'Biology'],"1,000 Upwards ",2024,238
Student_188,JAMB,No,Bad,Subject difficulty,2,Strict supervision,nan,nan,I had many mock exams,Physics,Science,['English' 'Maths' 'Physics' 'Chemistry'],"500-1,000",2023,207
Student_189,JAMB,Yes,Good,Long waiting time,2,Counseling,nan,Inadequate preparation,I followed a routine,Literature in English,Art,['English' 'Literature in English' 'History' 'Government'],"1,000 Upwards ",2024,295
Student_190,JAMB and WAEC,Yes,Bad,Time management,3,Accountability partners,nan,Procrastination,I study with a partner,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2020,236
Student_191,JAMB and WAEC,Yes,Average,Lack of time due to chores/work,3,Strict supervision,nan,Lack of planning,I followed a routine,History,Art,['English' 'Government' 'History' 'Literature in English'],300-500,2023,274
Student_192,WAEC,Yes,Average,Long waiting time,5,nan,nan,nan,I review my notes daily,Literature in English,Art,['English' 'Government' 'CRS' 'Literature in English'],"500-1,000",2024,306
Student_193,JAMB,No,Bad,Time management,5,nan,nan,Lack of planning,Used additional resources,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2020,249
Student_194,JAMB and WAEC,Yes,Average,Fear,5,nan,nan,Poor Time management,I attend extra classes,Government,Art,['English' 'History' 'CRS' 'Government'],100-300,2022,225
Student_195,JAMB and WAEC,Yes,Good,Long waiting time,5,Extra lesson,nan,Procrastination,I review my notes daily,Chemistry,Science,['English' 'Physics' 'Chemistry' 'Biology'],100-300,2022,178
Student_196,JAMB and WAEC,Yes,Average,Time management,4,nan,nan,Poor Time management,I put away other commitments,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],300-500,2021,288
Student_197,JAMB and WAEC,No,Bad,Long waiting time, ,nan,nan,Procrastination,I followed a routine,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2021,248
Student_198,JAMB and WAEC,Yes,Good,nan,4,Extra lesson,Positive & Negative,nan,I study with a partner,Maths,Science,['English' 'Biology' 'Chemistry' 'Maths'],0-100,2022,154
Student_199,WAEC,Yes,Average,Long waiting time, ,Counseling,nan,nan,I followed a routine,Literature in English,Art,['English' 'History' 'Literature in English' 'CRS'],300-500,2023,248
Student_200,WAEC,Yes,Good,Fear,3,nan,nan,Inadequate preparation,I review my notes daily,Physics,Science,['English' 'Chemistry' 'Physics' 'Maths'],300-500,2024,208
Student_201,WAEC,Yes,nan,Fear, ,nan,nan,Inadequate preparation,I practice with past questions,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],300-500,2022,217
Student_202,JAMB and WAEC,Yes,Bad,Long waiting time,3,Accountability partners,nan,External issues,I practice with past questions,Biology,Science,['English' 'Chemistry' 'Maths' 'Biology'],0-100,2022,208
Student_203,JAMB,Yes,nan,Anxiety, ,Strict supervision,nan,Inadequate preparation,I had many mock exams,Literature in English,Art,['English' 'History' 'CRS' 'Literature in English'],0-100,2023,161
Student_204,JAMB and WAEC,No,Bad,Fear,5,nan,nan,Procrastination,I followed a routine,Physics,Science,['English' 'Physics' 'Maths' 'Biology'],100-300,2022,234
Student_205,JAMB,No,Good,Long waiting time,3,Moral Support,nan,Inadequate preparation,I followed a routine,CRS,Art,['English' 'History' 'CRS' 'Literature in English'],0-100,2024,212
Student_206,JAMB,Yes,Good,Anxiety,5,Extra lesson,Negative,Procrastination,I review my notes daily,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2022,255
Student_207,JAMB and WAEC,Yes,nan,Fear,5,Extra lesson,Positive,External issues,I attend extra classes,Biology,Science,['English' 'Biology' 'Physics' 'Chemistry'],100-300,2021,185
Student_208,JAMB,Yes,nan,nan,3,Extra lesson,Positive,External issues,I had many mock exams,Physics,Science,['English' 'Chemistry' 'Physics' 'Maths'],300-500,2023,268
Student_209,JAMB,Yes,Bad,Long waiting time, ,Moral Support,nan,nan,I review my notes daily,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2023,231
Student_210,WAEC,Yes,Average,nan,3,nan,nan,Inadequate preparation,I had many mock exams,Physics,Science,['English' 'Maths' 'Biology' 'Physics'],100-300,2021,257
Student_211,JAMB and WAEC,Yes,nan,nan,1,Strict supervision,Positive & Negative,nan,I followed a routine,Government,Art,['English' 'Government' 'CRS' 'History'],"1,000 Upwards ",2022,279
Student_212,WAEC,Yes,Bad,Lack of Finance,4,Moral Support,Negative,nan,I study with a partner,Literature in English,Art,['English' 'CRS' 'Literature in English' 'Government'],100-300,2024,231
Student_213,WAEC,No,Bad,Lack of time due to chores/work,3,nan,nan,Inadequate preparation,I had many mock exams,Physics,Science,['English' 'Maths' 'Physics' 'Chemistry'],100-300,2021,220
Student_214,JAMB and WAEC,Yes,Bad,Subject difficulty,4,Moral Support,Positive & Negative,Poor Time management,I study with a partner,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],0-100,2023,183
Student_215,WAEC,No,Bad,Other commitments,3,Strict supervision,nan,Procrastination,I followed a routine,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2022,150
Student_216,JAMB,Yes,nan,Anxiety,3,nan,Positive,nan,I followed a routine,Biology,Science,['English' 'Biology' 'Chemistry' 'Physics'],0-100,2022,247
Student_217,JAMB,Yes,nan,nan, ,Strict supervision,nan,External issues,I focus on weak areas,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],300-500,2023,239
Student_218,WAEC,No,Bad,Time management,3,Mock exams,nan,Inadequate preparation,I followed a routine,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],0-100,2020,228
Student_219,JAMB and WAEC,Yes,nan,Anxiety, ,Mock exams,nan,Inadequate preparation,I followed a routine,Chemistry,Science,['English' 'Maths' 'Physics' 'Chemistry'],0-100,2023,150
Student_220,JAMB,Yes,Average,Subject difficulty,3,Extra lesson,Negative,Procrastination,I followed a routine,Physics,Science,['English' 'Chemistry' 'Physics' 'Biology'],"500-1,000",2024,292
Student_221,JAMB and WAEC,No,Bad,Anxiety,5,Extra lesson,nan,nan,I practice with past questions,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],300-500,2022,243
Student_222,JAMB,Yes,Bad,Lack of Finance,4,nan,Positive,nan,I review my notes daily,Government,Art,['English' 'Government' 'CRS' 'History'],100-300,2022,218
Student_223,WAEC,Yes,Good,No guardian/supervisor,5,Extra lesson,Negative,nan,I had many mock exams,Maths,Science,['English' 'Biology' 'Maths' 'Chemistry'],0-100,2020,243
Student_224,JAMB,No,Average,Subject difficulty,4,Extra lesson,Positive,Procrastination,I followed a routine,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2020,195
Student_225,JAMB,No,Bad,Technical issues,4,Extra lesson,nan,Inadequate preparation,I put away other commitments,Physics,Science,['English' 'Biology' 'Physics' 'Maths'],100-300,2024,194
Student_226,JAMB,Yes,Bad,Subject difficulty,4,Extra lesson,nan,nan,I put away other commitments,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],"500-1,000",2022,285
Student_227,WAEC,Yes,Bad,Long waiting time,3,Accountability partners,Positive & Negative,Poor Time management,I review my notes daily,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"1,000 Upwards ",2020,320
Student_228,WAEC,Yes,Bad,Long waiting time,4,Accountability partners,nan,Inadequate preparation,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],300-500,2024,221
Student_229,WAEC,Yes,Bad,Fear,3,Mock exams,Positive,Procrastination,I put away other commitments,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2021,185
Student_230,JAMB and WAEC,Yes,Good,Long waiting time,4,Counseling,nan,Procrastination,I practice with past questions,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2022,300
Student_231,JAMB,No,Average,Time management,3,nan,nan,Procrastination,I study with a partner,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],"500-1,000",2024,265
Student_232,WAEC,Yes,Average,Long waiting time,3,Counseling,Positive,Procrastination,I focus on weak areas,Commerce,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2021,181
Student_233,WAEC,No,Good,Fear,3,Strict supervision,nan,nan,I followed a routine,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2023,188
Student_234,WAEC,No,Average,Anxiety, ,Strict supervision,nan,Poor Time management,I had many mock exams,Literature in English,Art,['English' 'CRS' 'Government' 'Literature in English'],"1,000 Upwards ",2022,320
Student_235,WAEC,Yes,nan,Fear,4,nan,nan,Poor Time management,I study with a partner,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2024,226
Student_236,JAMB,Yes,Bad,Other commitments,2,Extra lesson,Positive & Negative,Poor Time management,I study with a partner,Biology,Science,['English' 'Biology' 'Maths' 'Chemistry'],"500-1,000",2022,254
Student_237,JAMB,Yes,Bad,Technical issues,4,Strict supervision,Positive & Negative,nan,I attend extra classes,Biology,Science,['English' 'Biology' 'Maths' 'Physics'],300-500,2023,213
Student_238,JAMB,No,Bad,Subject difficulty,3,Strict supervision,nan,Inadequate preparation,I review my notes daily,Maths,Science,['English' 'Biology' 'Physics' 'Maths'],100-300,2020,223
Student_239,JAMB and WAEC,Yes,Good,Long waiting time,5,Strict supervision,Positive & Negative,nan,I had many mock exams,Biology,Science,['English' 'Maths' 'Biology' 'Physics'],100-300,2024,247
Student_240,JAMB and WAEC,Yes,Bad,Fear, ,Extra lesson,Negative,Inadequate preparation,I attend extra classes,Chemistry,Science,['English' 'Biology' 'Chemistry' 'Physics'],"1,000 Upwards ",2022,290
Student_241,WAEC,No,nan,Anxiety,5,Moral Support,nan,Inadequate preparation,I had many mock exams,History,Art,['English' 'Literature in English' 'CRS' 'History'],0-100,2022,209
Student_242,WAEC,No,Average,Lack of Finance,2,Mock exams,Positive,External issues,I had many mock exams,Physics,Science,['English' 'Physics' 'Chemistry' 'Maths'],0-100,2021,243
Student_243,JAMB,No,Good,Fear,3,Strict supervision,nan,Inadequate preparation,I had many mock exams,CRS,Art,['English' 'History' 'CRS' 'Literature in English'],300-500,2021,239
Student_244,WAEC,No,nan,Fear,5,Strict supervision,Negative,nan,I followed a routine,Biology,Science,['English' 'Biology' 'Maths' 'Physics'],0-100,2024,154
Student_245,WAEC,No,nan,Anxiety,3,Mock exams,Positive,nan,I had many mock exams,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],0-100,2020,186
